V1	V2
1968	Nedd9	Pdia4
1969	Inhba	Pdia4
1970	Bnip3	Pdia4
1971	Fam162a	Pdia4
1972	Higd1a	Pdia4
1973	Pilra	Pdia4
1974	Fndc3a	Pdia4
1975	Dnajb9	Pdia4
1976	Slc2a1	Pdia4
1977	Eif4ebp1	Pdia4
1978	P4hb	Pdia4
1979	Grina	Pdia4
1980	Ndrg1	Pdia4
1981	Tes	Pdia4
1982	Tuba1a	Pdia4
1983	Pfkp	Pdia4
1984	Egln3	Pdia4
1985	Snx18	Pdia4
1986	Herpud1	Pdia4
1987	Gpat3	Pdia4
1988	Creld2	Pdia4
1989	F5	Pdia4
1990	Bnip3l	Pdia4
1991	P4ha1	Pdia4
1992	Ssr3	Pdia4
1993	Selenbp1	Pdia4
1994	Cst3	Uso1
1995	Tyrobp	Uso1
1996	Slc16a3	Uso1
1997	Manf	Uso1
1998	Smox	Uso1
1999	Ero1l	Uso1
2000	Dnajb9	Uso1
2001	Pfkp	Uso1
2002	Atf4	Uso1
2003	Herpud1	Uso1
2004	Pcgf5	Uso1
2005	Bnip3l	Uso1
2006	Ssr3	Uso1
2007	Pdia4	Uso1
2008	Cst3	Tmem248
2009	Tmsb4x	Tmem248
2010	Tyrobp	Tmem248
2011	Fcer1g	Tmem248
2012	F10	Tmem248
2013	Slc16a3	Tmem248
2014	Manf	Tmem248
2015	Mt2	Tmem248
2016	Smox	Tmem248
2017	Ero1l	Tmem248
2018	Bnip3	Tmem248
2019	Higd1a	Tmem248
2020	Fndc3a	Tmem248
2021	Dnajb9	Tmem248
2022	Dok2	Tmem248
2023	Eif4ebp1	Tmem248
2024	P4hb	Tmem248
2025	Sgms2	Tmem248
2026	Trem1	Tmem248
2027	Grina	Tmem248
2028	Ndrg1	Tmem248
2029	Pfkp	Tmem248
2030	Egln3	Tmem248
2031	Herpud1	Tmem248
2032	Gpat3	Tmem248
2033	Creld2	Tmem248
2034	F5	Tmem248
2035	Bnip3l	Tmem248
2036	P4ha1	Tmem248
2037	Ssr3	Tmem248
2038	Uso1	Tmem248
2039	Lyz2	Me2
2040	Ctss	Me2
2041	Cst3	Me2
2042	Tmsb4x	Me2
2043	Cxcl3	Me2
2044	Prdx6	Me2
2045	Rgcc	Me2
2046	Slc16a3	Me2
2047	Manf	Me2
2048	Mt2	Me2
2049	Emilin2	Me2
2050	Smox	Me2
2051	Ero1l	Me2
2052	Nedd9	Me2
2053	Bnip3	Me2
2054	Fam162a	Me2
2055	Higd1a	Me2
2056	Fndc3a	Me2
2057	Dnajb9	Me2
2058	Gpr141	Me2
2059	Slc2a1	Me2
2060	Eif4ebp1	Me2
2061	P4hb	Me2
2062	Grina	Me2
2063	Ndrg1	Me2
2064	Pfkp	Me2
2065	Egln3	Me2
2066	Herpud1	Me2
2067	Gpat3	Me2
2068	Creld2	Me2
2069	Pcgf5	Me2
2070	F5	Me2
2071	Bnip3l	Me2
2072	Ssr3	Me2
2073	Selenbp1	Me2
2074	Slbp	Me2
2075	Mthfd1l	Me2
2076	Pdia4	Me2
2077	Uso1	Me2
2078	Tmem248	Me2
2079	Lyz2	Slfn4
2080	Tmsb4x	Slfn4
2081	Rps27a	Slfn4
2082	Rpl32	Slfn4
2083	Slpi	Slfn4
2084	Rps18	Slfn4
2085	Rps4x	Slfn4
2086	Rps19	Slfn4
2087	Rpl13	Slfn4
2088	Rps8	Slfn4
2089	Rplp1	Slfn4
2090	Rpl3	Slfn4
2091	Prdx6	Slfn4
2092	Rpl14	Slfn4
2093	Rps23	Slfn4
2094	F10	Slfn4
2095	Rpl11	Slfn4
2096	Slc16a3	Slfn4
2097	Smox	Slfn4
2098	Ero1l	Slfn4
2099	Inhba	Slfn4
2100	Bnip3	Slfn4
2101	Fam162a	Slfn4
2102	Higd1a	Slfn4
2103	Fndc3a	Slfn4
2104	Dnajb9	Slfn4
2105	Slc2a1	Slfn4
2106	Eif4ebp1	Slfn4
2107	P4hb	Slfn4
2108	Grina	Slfn4
2109	Tes	Slfn4
2110	Pfkp	Slfn4
2111	Egln3	Slfn4
2112	Gpat3	Slfn4
2113	Serpine1	Slfn4
2114	Serpinb2	Slfn4
2115	Il13ra1	Slfn4
2116	Bnip3l	Slfn4
2117	Map2k1	Slfn4
2118	Lyz2	Tlr4
2119	Ctss	Tlr4
2120	Cst3	Tlr4
2121	Tmsb4x	Tlr4
2122	Cxcl3	Tlr4
2123	Rpl37a	Tlr4
2124	Rps27a	Tlr4
2125	Rpl32	Tlr4
2126	Rps18	Tlr4
2127	Rps4x	Tlr4
2128	Rpl41	Tlr4
2129	Rps19	Tlr4
2130	Rpl13	Tlr4
2131	Rps8	Tlr4
2132	Rplp1	Tlr4
2133	Rpl3	Tlr4
2134	Fcer1g	Tlr4
2135	Prdx6	Tlr4
2136	Rgcc	Tlr4
2137	Rpl11	Tlr4
2138	Manf	Tlr4
2139	Mt2	Tlr4
2140	Smox	Tlr4
2141	Ero1l	Tlr4
2142	Inhba	Tlr4
2143	Bnip3	Tlr4
2144	Pilra	Tlr4
2145	Fndc3a	Tlr4
2146	Dnajb9	Tlr4
2147	Slc2a1	Tlr4
2148	P4hb	Tlr4
2149	Maml2	Tlr4
2150	Trem1	Tlr4
2151	Grina	Tlr4
2152	Ndrg1	Tlr4
2153	Egln3	Tlr4
2154	Atf4	Tlr4
2155	Serpine1	Tlr4
2156	Serpinb2	Tlr4
2157	Il13ra1	Tlr4
2158	Ssr3	Tlr4
2159	Selenbp1	Tlr4
2160	Slc23a2	Tlr4
2161	Pdia4	Tlr4
2162	Ctss	Esyt2
2163	Tmsb4x	Esyt2
2164	Cxcl3	Esyt2
2165	Rps29	Esyt2
2166	Rpl41	Esyt2
2167	Rplp1	Esyt2
2168	Fcer1g	Esyt2
2169	Rgcc	Esyt2
2170	Rpl11	Esyt2
2171	Manf	Esyt2
2172	Mt2	Esyt2
2173	Ero1l	Esyt2
2174	Inhba	Esyt2
2175	Bnip3	Esyt2
2176	Fndc3a	Esyt2
2177	P4hb	Esyt2
2178	Sgms2	Esyt2
2179	Ndrg1	Esyt2
2180	Creld2	Esyt2
2181	F5	Esyt2
2182	Resf1	Esyt2
2183	Selenbp1	Esyt2
2184	Tlr4	Esyt2
2185	Lyz2	Impa2
2186	Ctss	Impa2
2187	Cst3	Impa2
2188	Tmsb4x	Impa2
2189	Cxcl3	Impa2
2190	Rpl37a	Impa2
2191	Rps27a	Impa2
2192	Rps19	Impa2
2193	Rpl13	Impa2
2194	Rps8	Impa2
2195	Rplp1	Impa2
2196	Fcer1g	Impa2
2197	Prdx6	Impa2
2198	Rgcc	Impa2
2199	Rps23	Impa2
2200	F10	Impa2
2201	Ccr1	Impa2
2202	Slc16a3	Impa2
2203	Manf	Impa2
2204	Mt2	Impa2
2205	Emilin2	Impa2
2206	Smox	Impa2
2207	Ero1l	Impa2
2208	Nedd9	Impa2
2209	Inhba	Impa2
2210	Bnip3	Impa2
2211	Fam162a	Impa2
2212	Higd1a	Impa2
2213	Pilra	Impa2
2214	Fndc3a	Impa2
2215	Dnajb9	Impa2
2216	Gpr141	Impa2
2217	Slc2a1	Impa2
2218	Eif4ebp1	Impa2
2219	P4hb	Impa2
2220	Sgms2	Impa2
2221	Trem1	Impa2
2222	Grina	Impa2
2223	Ndrg1	Impa2
2224	Tes	Impa2
2225	Bst1	Impa2
2226	Pfkp	Impa2
2227	Egln3	Impa2
2228	Atf4	Impa2
2229	Herpud1	Impa2
2230	Gpat3	Impa2
2231	Serpinb2	Impa2
2232	Creld2	Impa2
2233	Il13ra1	Impa2
2234	Bnip3l	Impa2
2235	Map2k1	Impa2
2236	P4ha1	Impa2
2237	Selenbp1	Impa2
2238	Mthfd1l	Impa2
2239	Pdia4	Impa2
2240	Slfn4	Impa2
2241	Lyz2	Gbe1
2242	Ctss	Gbe1
2243	Cst3	Gbe1
2244	Tmsb4x	Gbe1
2245	Cxcl3	Gbe1
2246	Tyrobp	Gbe1
2247	Rpl32	Gbe1
2248	Slpi	Gbe1
2249	Rpl13	Gbe1
2250	Rps8	Gbe1
2251	Prdx6	Gbe1
2252	Rpl14	Gbe1
2253	Rgcc	Gbe1
2254	F10	Gbe1
2255	Rpl11	Gbe1
2256	Slc16a3	Gbe1
2257	Manf	Gbe1
2258	Mt2	Gbe1
2259	Emilin2	Gbe1
2260	Smox	Gbe1
2261	Ero1l	Gbe1
2262	Nedd9	Gbe1
2263	Inhba	Gbe1
2264	Bnip3	Gbe1
2265	Fam162a	Gbe1
2266	Higd1a	Gbe1
2267	Pilra	Gbe1
2268	Fndc3a	Gbe1
2269	Dnajb9	Gbe1
2270	Gpr141	Gbe1
2271	Dok2	Gbe1
2272	Slc2a1	Gbe1
2273	Eif4ebp1	Gbe1
2274	P4hb	Gbe1
2275	Sgms2	Gbe1
2276	Trem1	Gbe1
2277	Grina	Gbe1
2278	Ndrg1	Gbe1
2279	Tes	Gbe1
2280	Tuba1a	Gbe1
2281	Pfkp	Gbe1
2282	Egln3	Gbe1
2283	Herpud1	Gbe1
2284	Gpat3	Gbe1
2285	Serpine1	Gbe1
2286	Creld2	Gbe1
2287	F5	Gbe1
2288	Bnip3l	Gbe1
2289	Map2k1	Gbe1
2290	P4ha1	Gbe1
2291	Ssr3	Gbe1
2292	Selenbp1	Gbe1
2293	Slbp	Gbe1
2294	Gadd45a	Gbe1
2295	Mthfd1l	Gbe1
2296	Pdia4	Gbe1
2297	Uso1	Gbe1
2298	Tmem248	Gbe1
2299	Me2	Gbe1
2300	Tlr4	Gbe1
2301	Impa2	Gbe1
2302	Lyz2	Fbxo28
2303	Ctss	Fbxo28
2304	Cst3	Fbxo28
2305	Tmsb4x	Fbxo28
2306	Tyrobp	Fbxo28
2307	Fcer1g	Fbxo28
2308	Prdx6	Fbxo28
2309	Rgcc	Fbxo28
2310	F10	Fbxo28
2311	Ccr1	Fbxo28
2312	Slc16a3	Fbxo28
2313	Manf	Fbxo28
2314	Emilin2	Fbxo28
2315	Smox	Fbxo28
2316	Ero1l	Fbxo28
2317	Inhba	Fbxo28
2318	Bnip3	Fbxo28
2319	Fam162a	Fbxo28
2320	Higd1a	Fbxo28
2321	Fndc3a	Fbxo28
2322	Dnajb9	Fbxo28
2323	Gpr141	Fbxo28
2324	Slc2a1	Fbxo28
2325	P4hb	Fbxo28
2326	Sgms2	Fbxo28
2327	Grina	Fbxo28
2328	Ndrg1	Fbxo28
2329	Egln3	Fbxo28
2330	Atf4	Fbxo28
2331	Herpud1	Fbxo28
2332	Gpat3	Fbxo28
2333	Serpinb2	Fbxo28
2334	Creld2	Fbxo28
2335	Pcgf5	Fbxo28
2336	Bnip3l	Fbxo28
2337	Ssr3	Fbxo28
2338	Selenbp1	Fbxo28
2339	Gadd45a	Fbxo28
2340	Slc23a2	Fbxo28
2341	Mthfd1l	Fbxo28
2342	Tmem248	Fbxo28
2343	Me2	Fbxo28
2344	Gbe1	Fbxo28
2345	Rps29	Atp9b
2346	Rps19	Atp9b
2347	Prdx6	Atp9b
2348	Manf	Atp9b
2349	Ero1l	Atp9b
2350	Inhba	Atp9b
2351	Fam162a	Atp9b
2352	P4hb	Atp9b
2353	Tes	Atp9b
2354	Pfkp	Atp9b
2355	Egln3	Atp9b
2356	F5	Atp9b
2357	Selenbp1	Atp9b
2358	Mthfd1l	Atp9b
2359	Tmsb4x	Nop58
2360	Cxcl3	Nop58
2361	Rpl32	Nop58
2362	Slpi	Nop58
2363	Rps18	Nop58
2364	Rps4x	Nop58
2365	Rpl41	Nop58
2366	Rpl13	Nop58
2367	Rps8	Nop58
2368	Rplp1	Nop58
2369	Rpl3	Nop58
2370	Rpl14	Nop58
2371	Rpl11	Nop58
2372	Slc16a3	Nop58
2373	Smox	Nop58
2374	Ero1l	Nop58
2375	Inhba	Nop58
2376	Bnip3	Nop58
2377	Fam162a	Nop58
2378	Pilra	Nop58
2379	Fndc3a	Nop58
2380	Dok2	Nop58
2381	Eif4ebp1	Nop58
2382	Trem1	Nop58
2383	Grina	Nop58
2384	Ndrg1	Nop58
2385	Tuba1a	Nop58
2386	Bnip3l	Nop58
2387	Ssr3	Nop58
2388	Gadd45a	Nop58
2389	Ctss	Nucb2
2390	Tmsb4x	Nucb2
2391	Cxcl3	Nucb2
2392	Rpl37a	Nucb2
2393	Rps29	Nucb2
2394	Rps18	Nucb2
2395	Rpl41	Nucb2
2396	Rpl13	Nucb2
2397	Rps8	Nucb2
2398	Prdx6	Nucb2
2399	Rpl11	Nucb2
2400	Ccr1	Nucb2
2401	Slc16a3	Nucb2
2402	Manf	Nucb2
2403	Mt2	Nucb2
2404	Ero1l	Nucb2
2405	Inhba	Nucb2
2406	Bnip3	Nucb2
2407	Fam162a	Nucb2
2408	Higd1a	Nucb2
2409	Fndc3a	Nucb2
2410	Dnajb9	Nucb2
2411	Dok2	Nucb2
2412	Eif4ebp1	Nucb2
2413	P4hb	Nucb2
2414	Maml2	Nucb2
2415	Grina	Nucb2
2416	Ndrg1	Nucb2
2417	Tes	Nucb2
2418	Tuba1a	Nucb2
2419	Gpat3	Nucb2
2420	Creld2	Nucb2
2421	Resf1	Nucb2
2422	Selenbp1	Nucb2
2423	Pdia4	Nucb2
2424	Tmem248	Nucb2
2425	Gbe1	Nucb2
2426	Lyz2	Gm15283
2427	Cst3	Gm15283
2428	Tmsb4x	Gm15283
2429	Cxcl3	Gm15283
2430	Rpl32	Gm15283
2431	Rpl13	Gm15283
2432	Rplp1	Gm15283
2433	Rpl3	Gm15283
2434	Prdx6	Gm15283
2435	Rpl14	Gm15283
2436	Rpl11	Gm15283
2437	Slc16a3	Gm15283
2438	Manf	Gm15283
2439	Smox	Gm15283
2440	Ero1l	Gm15283
2441	Bnip3	Gm15283
2442	Fam162a	Gm15283
2443	Fndc3a	Gm15283
2444	Dnajb9	Gm15283
2445	Gpr141	Gm15283
2446	Eif4ebp1	Gm15283
2447	P4hb	Gm15283
2448	Sgms2	Gm15283
2449	Grina	Gm15283
2450	Ndrg1	Gm15283
2451	Tes	Gm15283
2452	Pfkp	Gm15283
2453	Egln3	Gm15283
2454	Gpat3	Gm15283
2455	Serpine1	Gm15283
2456	Creld2	Gm15283
2457	F5	Gm15283
2458	Il13ra1	Gm15283
2459	Bnip3l	Gm15283
2460	Ssr3	Gm15283
2461	Selenbp1	Gm15283
2462	Slbp	Gm15283
2463	Mthfd1l	Gm15283
2464	Impa2	Gm15283
2465	Gbe1	Gm15283
2466	Fbxo28	Gm15283
2467	Atp9b	Gm15283
2468	Lyz2	Zfp292
2469	Cst3	Zfp292
2470	Tmsb4x	Zfp292
2471	Slc16a3	Zfp292
2472	Mt2	Zfp292
2473	Ero1l	Zfp292
2474	Bnip3	Zfp292
2475	Fam162a	Zfp292
2476	Gpr141	Zfp292
2477	Eif4ebp1	Zfp292
2478	Sgms2	Zfp292
2479	Grina	Zfp292
2480	Ndrg1	Zfp292
2481	Herpud1	Zfp292
2482	Bnip3l	Zfp292
2483	Map2k1	Zfp292
2484	Selenbp1	Zfp292
2485	Gadd45a	Zfp292
2486	Mthfd1l	Zfp292
2487	Me2	Zfp292
2488	Lyz2	Tdrd7
2489	Ctss	Tdrd7
2490	Cst3	Tdrd7
2491	Cxcl3	Tdrd7
2492	Rpl37a	Tdrd7
2493	Rps27a	Tdrd7
2494	Slpi	Tdrd7
2495	Rps4x	Tdrd7
2496	Rps19	Tdrd7
2497	Rpl13	Tdrd7
2498	Rpl3	Tdrd7
2499	Rpl11	Tdrd7
2500	Smox	Tdrd7
2501	Inhba	Tdrd7
2502	Atf4	Tdrd7
2503	Serpinb2	Tdrd7
2504	Slbp	Tdrd7
2505	Slc23a2	Tdrd7
2506	Slfn4	Tdrd7
2507	Tmsb4x	Sec61a1
2508	Rgcc	Sec61a1
2509	F10	Sec61a1
2510	Manf	Sec61a1
2511	Smox	Sec61a1
2512	Ero1l	Sec61a1
2513	Bnip3	Sec61a1
2514	Dnajb9	Sec61a1
2515	Slc2a1	Sec61a1
2516	P4hb	Sec61a1
2517	Tes	Sec61a1
2518	Pfkp	Sec61a1
2519	Egln3	Sec61a1
2520	Herpud1	Sec61a1
2521	Gpat3	Sec61a1
2522	Creld2	Sec61a1
2523	Il13ra1	Sec61a1
2524	Bnip3l	Sec61a1
2525	Selenbp1	Sec61a1
2526	Pdia4	Sec61a1
2527	Me2	Sec61a1
2528	Gbe1	Sec61a1
2529	Lyz2	Hk1
2530	Ctss	Hk1
2531	Cst3	Hk1
2532	Tmsb4x	Hk1
2533	Cxcl3	Hk1
2534	Rpl37a	Hk1
2535	Tyrobp	Hk1
2536	Rpl32	Hk1
2537	Slpi	Hk1
2538	Rps18	Hk1
2539	Rps4x	Hk1
2540	Rps19	Hk1
2541	Rpl13	Hk1
2542	Rps8	Hk1
2543	Rplp1	Hk1
2544	Rpl3	Hk1
2545	Prdx6	Hk1
2546	Rpl14	Hk1
2547	Rgcc	Hk1
2548	Rps23	Hk1
2549	F10	Hk1
2550	Ccr1	Hk1
2551	Slc16a3	Hk1
2552	Manf	Hk1
2553	Mt2	Hk1
2554	Emilin2	Hk1
2555	Smox	Hk1
2556	Ero1l	Hk1
2557	Nedd9	Hk1
2558	Inhba	Hk1
2559	Bnip3	Hk1
2560	Fam162a	Hk1
2561	Higd1a	Hk1
2562	Pilra	Hk1
2563	Fndc3a	Hk1
2564	Dnajb9	Hk1
2565	Slc2a1	Hk1
2566	Eif4ebp1	Hk1
2567	P4hb	Hk1
2568	Sgms2	Hk1
2569	Maml2	Hk1
2570	Trem1	Hk1
2571	Grina	Hk1
2572	Ndrg1	Hk1
2573	Tes	Hk1
2574	Pfkp	Hk1
2575	Egln3	Hk1
2576	Atf4	Hk1
2577	Herpud1	Hk1
2578	Gpat3	Hk1
2579	Serpinb2	Hk1
2580	Creld2	Hk1
2581	Pcgf5	Hk1
2582	Bnip3l	Hk1
2583	P4ha1	Hk1
2584	Ssr3	Hk1
2585	Selenbp1	Hk1
2586	Slbp	Hk1
2587	Gadd45a	Hk1
2588	Slc23a2	Hk1
2589	Mthfd1l	Hk1
2590	Pdia4	Hk1
2591	Tmem248	Hk1
2592	Me2	Hk1
2593	Tlr4	Hk1
2594	Impa2	Hk1
2595	Gbe1	Hk1
2596	Fbxo28	Hk1
2597	Nucb2	Hk1
2598	Gm15283	Hk1
2599	Lyz2	Klf7
2600	Tmsb4x	Klf7
2601	Cxcl3	Klf7
2602	Rps27a	Klf7
2603	Rpl32	Klf7
2604	Rps18	Klf7
2605	Rpl41	Klf7
2606	Rpl13	Klf7
2607	Rps8	Klf7
2608	Rplp1	Klf7
2609	Rps23	Klf7
2610	Rpl11	Klf7
2611	Ccr1	Klf7
2612	Slc16a3	Klf7
2613	Nedd9	Klf7
2614	Bnip3	Klf7
2615	Fam162a	Klf7
2616	Gpr141	Klf7
2617	P4hb	Klf7
2618	Grina	Klf7
2619	Ndrg1	Klf7
2620	Egln3	Klf7
2621	Gpat3	Klf7
2622	Serpinb2	Klf7
2623	Creld2	Klf7
2624	Bnip3l	Klf7
2625	P4ha1	Klf7
2626	Impa2	Klf7
2627	Fbxo28	Klf7
2628	Gm15283	Klf7
2629	Tmsb4x	Ccnd2
2630	Cxcl3	Ccnd2
2631	Rpl37a	Ccnd2
2632	Rps27a	Ccnd2
2633	Rpl32	Ccnd2
2634	Slpi	Ccnd2
2635	Rps18	Ccnd2
2636	Rps4x	Ccnd2
2637	Rpl41	Ccnd2
2638	Rps19	Ccnd2
2639	Rpl13	Ccnd2
2640	Rps8	Ccnd2
2641	Rplp1	Ccnd2
2642	Rpl3	Ccnd2
2643	Rpl14	Ccnd2
2644	Rpl11	Ccnd2
2645	Slc16a3	Ccnd2
2646	Emilin2	Ccnd2
2647	Ero1l	Ccnd2
2648	Inhba	Ccnd2
2649	Bnip3	Ccnd2
2650	Fndc3a	Ccnd2
2651	Dnajb9	Ccnd2
2652	Gpr141	Ccnd2
2653	Dok2	Ccnd2
2654	Slc2a1	Ccnd2
2655	P4hb	Ccnd2
2656	Sgms2	Ccnd2
2657	Grina	Ccnd2
2658	Ndrg1	Ccnd2
2659	Egln3	Ccnd2
2660	Nop58	Ccnd2
2661	Lyz2	Piwil2
2662	Ctss	Piwil2
2663	Tmsb4x	Piwil2
2664	Cxcl3	Piwil2
2665	Rpl41	Piwil2
2666	Rps19	Piwil2
2667	Rpl13	Piwil2
2668	Rgcc	Piwil2
2669	Rpl11	Piwil2
2670	Ero1l	Piwil2
2671	P4hb	Piwil2
2672	Ndrg1	Piwil2
2673	Tes	Piwil2
2674	Herpud1	Piwil2
2675	Creld2	Piwil2
2676	Gm11290	Piwil2
2677	Gadd45a	Piwil2
2678	Pdia4	Piwil2
2679	Lyz2	Upp1
2680	Ctss	Upp1
2681	Tmsb4x	Upp1
2682	Cxcl3	Upp1
2683	Rpl37a	Upp1
2684	Rps27a	Upp1
2685	Rpl32	Upp1
2686	Slpi	Upp1
2687	Rps18	Upp1
2688	Rps4x	Upp1
2689	Rps19	Upp1
2690	Rpl13	Upp1
2691	Rps8	Upp1
2692	Rplp1	Upp1
2693	Rpl3	Upp1
2694	Fcer1g	Upp1
2695	Rpl14	Upp1
2696	Rgcc	Upp1
2697	Rpl11	Upp1
2698	Slc16a3	Upp1
2699	Mt2	Upp1
2700	Smox	Upp1
2701	Ero1l	Upp1
2702	Nedd9	Upp1
2703	Inhba	Upp1
2704	Bnip3	Upp1
2705	Fam162a	Upp1
2706	Fndc3a	Upp1
2707	P4hb	Upp1
2708	Ndrg1	Upp1
2709	Bst1	Upp1
2710	Egln3	Upp1
2711	Serpinb2	Upp1
2712	F5	Upp1
2713	Il13ra1	Upp1
2714	Bnip3l	Upp1
2715	Selenbp1	Upp1
2716	Rbpms	Upp1
2717	Slfn4	Upp1
2718	Impa2	Upp1
2719	Atp9b	Upp1
2720	Gm15283	Upp1
2721	Klf7	Upp1
2722	Tmsb4x	A530064D06Rik
2723	Cxcl3	A530064D06Rik
2724	Rpl32	A530064D06Rik
2725	Slpi	A530064D06Rik
2726	Prdx6	A530064D06Rik
2727	Rps23	A530064D06Rik
2728	Ccr1	A530064D06Rik
2729	Inhba	A530064D06Rik
2730	Sgms2	A530064D06Rik
2731	Grina	A530064D06Rik
2732	Ndrg1	A530064D06Rik
2733	Bst1	A530064D06Rik
2734	Zfp292	A530064D06Rik
2735	Ctss	Spidr
2736	Tmsb4x	Spidr
2737	Slpi	Spidr
2738	Prdx6	Spidr
2739	Rpl14	Spidr
2740	Ccr1	Spidr
2741	Mt2	Spidr
2742	Ero1l	Spidr
2743	Inhba	Spidr
2744	Bnip3	Spidr
2745	Fam162a	Spidr
2746	Maml2	Spidr
2747	Ndrg1	Spidr
2748	A530064D06Rik	Spidr
2749	Lyz2	Gm47507
2750	Ctss	Gm47507
2751	Cst3	Gm47507
2752	Tmsb4x	Gm47507
2753	Cxcl3	Gm47507
2754	Rpl37a	Gm47507
2755	Rps27a	Gm47507
2756	Tyrobp	Gm47507
2757	Rps29	Gm47507
2758	Rpl32	Gm47507
2759	Slpi	Gm47507
2760	Rps18	Gm47507
2761	Rps4x	Gm47507
2762	Rpl41	Gm47507
2763	Rps19	Gm47507
2764	Rpl13	Gm47507
2765	Rps8	Gm47507
2766	Rplp1	Gm47507
2767	Rpl3	Gm47507
2768	Fcer1g	Gm47507
2769	Prdx6	Gm47507
2770	Rpl14	Gm47507
2771	Rgcc	Gm47507
2772	Rps23	Gm47507
2773	Rpl11	Gm47507
2774	Slc16a3	Gm47507
2775	Mt2	Gm47507
2776	Emilin2	Gm47507
2777	Smox	Gm47507
2778	Ero1l	Gm47507
2779	Inhba	Gm47507
2780	Bnip3	Gm47507
2781	Fam162a	Gm47507
2782	Fndc3a	Gm47507
2783	Eif4ebp1	Gm47507
2784	P4hb	Gm47507
2785	Sgms2	Gm47507
2786	Maml2	Gm47507
2787	Trem1	Gm47507
2788	Grina	Gm47507
2789	Ndrg1	Gm47507
2790	Tes	Gm47507
2791	Bst1	Gm47507
2792	Serpinb2	Gm47507
2793	Il13ra1	Gm47507
2794	Resf1	Gm47507
2795	Bnip3l	Gm47507
2796	Selenbp1	Gm47507
2797	Slbp	Gm47507
2798	Slc23a2	Gm47507
2799	Tlr4	Gm47507
2800	Esyt2	Gm47507
2801	Impa2	Gm47507
2802	Tdrd7	Gm47507
2803	Tmsb4x	Rfx3
2804	Prdx6	Rfx3
2805	F10	Rfx3
2806	Ccr1	Rfx3
2807	Slc16a3	Rfx3
2808	Manf	Rfx3
2809	Emilin2	Rfx3
2810	Smox	Rfx3
2811	Ero1l	Rfx3
2812	Bnip3	Rfx3
2813	Fam162a	Rfx3
2814	Pilra	Rfx3
2815	Fndc3a	Rfx3
2816	Dnajb9	Rfx3
2817	Gpr141	Rfx3
2818	Dok2	Rfx3
2819	Eif4ebp1	Rfx3
2820	P4hb	Rfx3
2821	Sgms2	Rfx3
2822	Maml2	Rfx3
2823	Grina	Rfx3
2824	Ndrg1	Rfx3
2825	Egln3	Rfx3
2826	Atf4	Rfx3
2827	Gpat3	Rfx3
2828	Creld2	Rfx3
2829	Map2k1	Rfx3
2830	Ssr3	Rfx3
2831	Selenbp1	Rfx3
2832	Uso1	Rfx3
2833	Me2	Rfx3
2834	Tlr4	Rfx3
2835	Esyt2	Rfx3
2836	Fbxo28	Rfx3
2837	Gm15283	Rfx3
2838	Rps27a	Lyar
2839	Rpl32	Lyar
2840	Slpi	Lyar
2841	Rps18	Lyar
2842	Rps4x	Lyar
2843	Rps19	Lyar
2844	Rpl13	Lyar
2845	Rps8	Lyar
2846	Rplp1	Lyar
2847	Rpl3	Lyar
2848	Rpl14	Lyar
2849	Rps23	Lyar
2850	Rpl11	Lyar
2851	Slc16a3	Lyar
2852	Manf	Lyar
2853	Smox	Lyar
2854	Ero1l	Lyar
2855	Nedd9	Lyar
2856	Dok2	Lyar
2857	Grina	Lyar
2858	Ndrg1	Lyar
2859	Tes	Lyar
2860	Pfkp	Lyar
2861	Egln3	Lyar
2862	Nop58	Lyar
2863	Cst3	Slc35b1
2864	Tmsb4x	Slc35b1
2865	Tyrobp	Slc35b1
2866	Manf	Slc35b1
2867	Ero1l	Slc35b1
2868	Fam162a	Slc35b1
2869	Dnajb9	Slc35b1
2870	P4hb	Slc35b1
2871	Herpud1	Slc35b1
2872	Creld2	Slc35b1
2873	P4ha1	Slc35b1
2874	Ssr3	Slc35b1
2875	Uso1	Slc35b1
2876	Sec61a1	Slc35b1
2877	Piwil2	Slc35b1
2878	Tmsb4x	Sc5d
2879	Rpl37a	Sc5d
2880	Tyrobp	Sc5d
2881	Rps8	Sc5d
2882	Rplp1	Sc5d
2883	Rpl3	Sc5d
2884	Fcer1g	Sc5d
2885	Rpl11	Sc5d
2886	Ero1l	Sc5d
2887	Inhba	Sc5d
2888	P4hb	Sc5d
2889	Gpat3	Sc5d
2890	Bnip3l	Sc5d
2891	P4ha1	Sc5d
2892	Rbpms	Sc5d
2893	Gbe1	Sc5d
2894	Cxcl3	Fam102b
2895	Slpi	Fam102b
2896	Rpl41	Fam102b
2897	Rps19	Fam102b
2898	Rps8	Fam102b
2899	Fcer1g	Fam102b
2900	Prdx6	Fam102b
2901	Rgcc	Fam102b
2902	F10	Fam102b
2903	Rpl11	Fam102b
2904	Ccr1	Fam102b
2905	Slc16a3	Fam102b
2906	Emilin2	Fam102b
2907	Ero1l	Fam102b
2908	Inhba	Fam102b
2909	Bnip3	Fam102b
2910	Fndc3a	Fam102b
2911	Dnajb9	Fam102b
2912	Eif4ebp1	Fam102b
2913	P4hb	Fam102b
2914	Grina	Fam102b
2915	Ndrg1	Fam102b
2916	Tes	Fam102b
2917	Pfkp	Fam102b
2918	Egln3	Fam102b
2919	Herpud1	Fam102b
2920	Serpinb2	Fam102b
