Gene_Symbol	avg_log2FC	p_val	pct.1	pct.2	p_val_adj
Mrpl22	3.615941952	3.18E-08	0.058	0.003	0.001026946
Tmem109	3.624121213	3.21E-08	0.058	0.003	0.001037833
Bcl2	7.390640931	3.25E-08	0.049	0	0.001049339
Aldh9a1	7.140739447	3.25E-08	0.049	0	0.001049339
Smim26	7.019886188	3.25E-08	0.049	0	0.001049339
Grk3	7.553080256	3.25E-08	0.049	0	0.001049339
Hsph1	6.978972114	3.25E-08	0.049	0	0.001049339
Bag3	7.113329641	3.25E-08	0.049	0	0.001049339
Thoc5	7.456278572	3.25E-08	0.049	0	0.001049339
Mrps10	7.045333476	3.25E-08	0.049	0	0.001049339
Rab3il1	7.297871267	3.25E-08	0.049	0	0.001049339
Arhgef37	3.381869749	3.31E-08	0.058	0.003	0.001067414
Oxct1	3.115017836	3.39E-08	0.058	0.003	0.001093968
F11r	3.289115772	3.80E-08	0.062	0.005	0.001227314
Nagpa	3.190449569	3.83E-08	0.062	0.005	0.001235571
Slc10a7	2.890765523	3.90E-08	0.062	0.005	0.001260663
Bcat2	3.246444646	3.91E-08	0.066	0.007	0.001261931
Czib	2.170904034	4.07E-08	0.081	0.013	0.001315342
Piezo1	2.844459414	4.24E-08	0.069	0.008	0.001368064
Fbxo34	2.392713064	4.24E-08	0.077	0.011	0.001369621
Colgalt1	2.074154638	4.33E-08	0.081	0.013	0.00139776
Crispld2	-2.405270879	4.41E-08	0.034	0.119	0.001423879
Triap1	2.135886854	4.54E-08	0.077	0.011	0.001464293
Enox2	4.207070083	4.73E-08	0.052	0.002	0.001526817
Ccnh	3.980648515	4.74E-08	0.052	0.002	0.001529642
Parvb	3.833324334	4.76E-08	0.052	0.002	0.001538153
Gatd3a	3.888558101	5.74E-08	0.056	0.003	0.001853292
Rabl6	3.561262047	5.88E-08	0.056	0.003	0.001899308
Ahr	2.150781615	5.90E-08	0.079	0.013	0.001906321
5430425K12Rik	-2.441602169	5.91E-08	0.028	0.109	0.001906691
Zfp644	3.679177709	5.95E-08	0.056	0.003	0.001919366
Slamf9	7.171051471	6.04E-08	0.047	0	0.001949457
Prxl2b	7.18532698	6.04E-08	0.047	0	0.001949457
Cyp51	7.163034605	6.04E-08	0.047	0	0.001949457
Bcl2l12	7.105981414	6.04E-08	0.047	0	0.001949457
Sumf1	3.259154286	6.07E-08	0.056	0.003	0.0019601
Blmh	3.3410783	6.11E-08	0.056	0.003	0.001973863
Ppie	3.219197488	6.20E-08	0.056	0.003	0.00200167
Tspan3	2.993256836	6.24E-08	0.056	0.003	0.002015717
Oas1a	2.165738401	6.34E-08	0.082	0.015	0.002046833
Plbd2	3.30710219	6.66E-08	0.06	0.005	0.002150117
Erg28	3.369208043	6.73E-08	0.06	0.005	0.002171769
Tmem205	3.063292126	7.05E-08	0.06	0.005	0.002275635
Rxylt1	2.941017686	7.29E-08	0.06	0.005	0.002352754
Pigyl	2.038534657	7.29E-08	0.079	0.013	0.002354367
Mrps34	2.005424911	7.35E-08	0.079	0.013	0.002374264
Dhrs4	2.744686472	7.36E-08	0.06	0.005	0.002376379
Plxnb2	2.691448257	7.36E-08	0.06	0.005	0.002376379
Ighm	2.17951713	7.44E-08	0.079	0.013	0.002401043
Pld3	2.347627511	7.48E-08	0.075	0.011	0.002414548
Lrmp	3.019334054	7.50E-08	0.064	0.007	0.002419795
Magohb	2.136887567	7.83E-08	0.075	0.011	0.002528627
Pbx3	2.101449491	8.27E-08	0.067	0.008	0.00266936
Sigmar1	2.427410107	8.53E-08	0.067	0.008	0.002752636
Thoc1	4.540094051	8.54E-08	0.051	0.002	0.002756284
Txndc5	4.164484891	8.83E-08	0.051	0.002	0.002849418
Dhrs7b	3.689020594	8.86E-08	0.051	0.002	0.002859952
Fxr1	2.004482024	9.91E-08	0.084	0.016	0.003199374
Riok1	3.53077804	1.09E-07	0.054	0.003	0.003534216
Tcp11l1	6.979007564	1.12E-07	0.045	0	0.003620484
Clec4b1	7.097924316	1.12E-07	0.045	0	0.003620484
Kcnn4	6.986554678	1.12E-07	0.045	0	0.003620484
Gtf2h2	7.16937062	1.12E-07	0.045	0	0.003620484
Mrpl49	7.341817655	1.12E-07	0.045	0	0.003620484
Las1l	3.40774174	1.13E-07	0.054	0.003	0.003646855
Myo1e	2.957100247	1.14E-07	0.054	0.003	0.003685167
1110038F14Rik	3.694406214	1.14E-07	0.058	0.005	0.003689257
Nlrp1b	3.01601205	1.15E-07	0.054	0.003	0.003723868
Tmem154	-2.120240441	1.21E-07	0.045	0.132	0.003920577
Nrip1	2.90463516	1.32E-07	0.058	0.005	0.004269944
Abcc4	2.600838935	1.35E-07	0.069	0.01	0.004352308
Apip	2.594006123	1.35E-07	0.058	0.005	0.004355674
Eri1	2.44913615	1.38E-07	0.058	0.005	0.004443071
9430038I01Rik	2.651428249	1.38E-07	0.069	0.01	0.004456452
Eif2a	2.710869529	1.42E-07	0.062	0.007	0.004585585
Nip7	2.470451809	1.48E-07	0.062	0.007	0.004763489
Zmynd8	2.302040236	1.48E-07	0.062	0.007	0.004778612
Umps	2.473059152	1.48E-07	0.066	0.008	0.004781897
Glb1	2.41571316	1.50E-07	0.062	0.007	0.00483957
Efr3a	2.224106966	1.51E-07	0.069	0.01	0.004883249
Naa10	2.098496185	1.58E-07	0.069	0.01	0.005088711
Myg1	4.405534845	1.59E-07	0.049	0.002	0.005122694
P2ry14	-2.71593654	1.69E-07	0.019	0.09	0.005454431
Gpnmb	3.737962116	1.97E-07	0.052	0.003	0.006368068
Ilf2	3.337656048	2.06E-07	0.052	0.003	0.006662196
A630001G21Rik	6.949057307	2.08E-07	0.043	0	0.006722022
Tnfrsf11a	6.754514766	2.08E-07	0.043	0	0.006722022
4930455G09Rik	7.111935167	2.08E-07	0.043	0	0.006722022
Idh3a	7.001582139	2.08E-07	0.043	0	0.006722022
Gas2l3	7.02738632	2.08E-07	0.043	0	0.006722022
Arl4a	7.259032631	2.08E-07	0.043	0	0.006722022
Ophn1	7.028645404	2.08E-07	0.043	0	0.006722022
Mrps26	3.379025161	2.09E-07	0.052	0.003	0.006755308
Med12l	-2.569688498	2.17E-07	0.032	0.109	0.007012025
Pde3b	2.395642127	2.28E-07	0.071	0.011	0.007359546
Ccs	3.182167583	2.28E-07	0.056	0.005	0.007366579
Ggta1	2.38140844	2.30E-07	0.071	0.011	0.007412038
Rpf1	2.088283815	2.40E-07	0.071	0.011	0.007734647
Gm14963	-3.649867554	2.41E-07	0.009	0.07	0.0077848
Mob3b	2.240536088	2.44E-07	0.056	0.005	0.007868963
Phax	2.604357307	2.45E-07	0.056	0.005	0.007920984
A430005L14Rik	2.354386815	2.49E-07	0.056	0.005	0.008026019
Commd10	2.38167321	2.51E-07	0.056	0.005	0.008105687
Mak16	2.614937807	2.53E-07	0.06	0.007	0.008166537
Trerf1	2.524158472	2.55E-07	0.067	0.01	0.008236984
Xpnpep1	2.371464849	2.56E-07	0.06	0.007	0.008270225
Anapc15	2.614788644	2.62E-07	0.06	0.007	0.008454746
Eml1	-3.621177676	2.65E-07	0.009	0.07	0.008570335
Luc7l	2.086759554	2.68E-07	0.067	0.01	0.008656956
Nr2c2ap	2.444560503	2.74E-07	0.064	0.008	0.008839975
Stk3	2.175195753	2.75E-07	0.06	0.007	0.008863636
Hlcs	4.793481347	2.88E-07	0.047	0.002	0.009308593
Gm26535	-3.618437059	2.90E-07	0.006	0.062	0.009369839
Uxs1	4.620692305	2.90E-07	0.047	0.002	0.00937734
Rnf217	4.310285025	2.96E-07	0.047	0.002	0.009551351
Pparg	4.273608167	2.97E-07	0.047	0.002	0.009586535
Cnp	3.516884216	3.04E-07	0.047	0.002	0.009800233
Rrp7a	3.553825369	3.04E-07	0.047	0.002	0.009800233
Lsg1	3.681745245	3.04E-07	0.047	0.002	0.009800233
Rbm4	4.03643166	3.53E-07	0.051	0.003	0.011387283
Psmg3	3.544330002	3.66E-07	0.051	0.003	0.011829313
Ddx1	3.522009007	3.69E-07	0.051	0.003	0.011911442
Smarcad1	3.365004064	3.73E-07	0.051	0.003	0.012035667
Fgd2	3.542336689	3.74E-07	0.051	0.003	0.012077345
Slamf7	7.027929631	3.86E-07	0.041	0	0.012477927
Gtf3a	6.733913526	3.86E-07	0.041	0	0.012477927
Slc27a1	6.986660953	3.86E-07	0.041	0	0.012477927
Rnaseh2a	7.133510423	3.86E-07	0.041	0	0.012477927
Tnfsf13os	7.286331495	3.86E-07	0.041	0	0.012477927
Arl5c	7.172240476	3.86E-07	0.041	0	0.012477927
H2-Ke6	2.918541244	3.97E-07	0.054	0.005	0.012825618
Ccdc107	3.136296834	4.12E-07	0.054	0.005	0.013297782
Serpinb8	3.034880997	4.28E-07	0.054	0.005	0.013831983
Ift52	3.108161724	4.30E-07	0.054	0.005	0.013877433
Mospd2	2.484393758	4.32E-07	0.066	0.01	0.013954242
Galnt1	2.772986968	4.35E-07	0.058	0.007	0.014030389
Chordc1	2.725263597	4.42E-07	0.062	0.008	0.014280914
Smagp	2.947735376	4.43E-07	0.054	0.005	0.014292929
Hagh	2.74910892	4.53E-07	0.058	0.007	0.014614306
Tcof1	2.737188922	4.63E-07	0.058	0.007	0.014938361
Farsa	2.075340265	4.91E-07	0.062	0.008	0.015866876
Tnfrsf26	-3.2029358	5.25E-07	0.015	0.078	0.016939043
Fbxl6	4.531724487	5.43E-07	0.045	0.002	0.017541529
Kat7	4.496632207	5.45E-07	0.045	0.002	0.017605992
Gm35154	4.316505468	5.46E-07	0.045	0.002	0.017638294
Nmd3	4.122357462	5.53E-07	0.045	0.002	0.017866134
Psmg2	3.628956947	5.57E-07	0.045	0.002	0.017997592
Ddx41	2.933055289	6.37E-07	0.064	0.01	0.020569021
Mrpl55	3.70835683	6.71E-07	0.049	0.003	0.021653368
Nudt3	3.402141444	6.75E-07	0.049	0.003	0.021803053
Odr4	3.53997384	6.80E-07	0.049	0.003	0.02195372
Tmem242	3.036455107	6.85E-07	0.049	0.003	0.022105389
Socs6	3.321937329	6.94E-07	0.049	0.003	0.022411746
Deptor	3.243826399	6.97E-07	0.049	0.003	0.022488977
Nifk	2.963683953	7.11E-07	0.049	0.003	0.022957787
Dis3l2	7.034460215	7.17E-07	0.039	0	0.023159369
Dusp12	7.018478367	7.17E-07	0.039	0	0.023159369
Usp24	7.058124848	7.17E-07	0.039	0	0.023159369
Mecr	6.816215757	7.17E-07	0.039	0	0.023159369
Tusc3	6.882959051	7.17E-07	0.039	0	0.023159369
Gipc1	6.631748024	7.17E-07	0.039	0	0.023159369
Ncoa7	6.83491167	7.17E-07	0.039	0	0.023159369
Cd180	6.864293521	7.17E-07	0.039	0	0.023159369
Fgfr1op	6.922588872	7.17E-07	0.039	0	0.023159369
Isoc1	6.763112419	7.17E-07	0.039	0	0.023159369
Ankrd49	3.149208349	7.52E-07	0.052	0.005	0.024291665
Tm2d3	2.677732232	7.90E-07	0.052	0.005	0.025509555
Cnot10	2.846979887	7.90E-07	0.052	0.005	0.025509555
Ntmt1	2.687217186	8.00E-07	0.052	0.005	0.025844131
Chmp6	2.621800485	8.03E-07	0.052	0.005	0.025928433
11-Sep	2.808530699	8.11E-07	0.056	0.007	0.026193154
Cd2ap	2.529537461	8.14E-07	0.052	0.005	0.026268298
Gm2396	-4.010147151	8.15E-07	0.007	0.062	0.026323194
Smarcc1	2.669418479	8.16E-07	0.052	0.005	0.026353932
Rmnd5b	2.664684155	8.18E-07	0.06	0.008	0.026416491
Aarsd1	2.344546454	8.27E-07	0.052	0.005	0.026699166
Dpep2	2.518936796	8.39E-07	0.06	0.008	0.02709537
Slc38a9	2.533512421	8.47E-07	0.056	0.007	0.027358755
Ppid	2.030466029	8.69E-07	0.064	0.01	0.028051795
Elmo2	2.208768998	8.71E-07	0.056	0.007	0.028134263
St6gal1	2.305824251	8.74E-07	0.056	0.007	0.028221743
Bex3	4.897276291	9.76E-07	0.043	0.002	0.031505582
Cse1l	4.380066797	1.02E-06	0.043	0.002	0.032799991
E330020D12Rik	4.115842216	1.03E-06	0.043	0.002	0.033161802
Coro7	4.018113205	1.03E-06	0.043	0.002	0.033161802
Tnfsf12	3.852447538	1.03E-06	0.043	0.002	0.033405141
Saysd1	3.665656669	1.04E-06	0.043	0.002	0.033527453
Timm50	3.479648514	1.24E-06	0.047	0.003	0.040151342
Gatm	3.430735675	1.25E-06	0.047	0.003	0.040289154
Tceal8	3.176972281	1.27E-06	0.047	0.003	0.041125636
Pop7	2.202286389	1.28E-06	0.066	0.011	0.041281878
Kmt2d	2.610340365	1.29E-06	0.062	0.01	0.041601873
Mdp1	2.735414567	1.30E-06	0.047	0.003	0.041835442
Hint2	3.176183775	1.32E-06	0.054	0.007	0.042711673
Zdhhc12	6.799806831	1.33E-06	0.037	0	0.042982259
Snx30	6.717535979	1.33E-06	0.037	0	0.042982259
Stard4	6.969116283	1.33E-06	0.037	0	0.042982259
Dph5	7.14159517	1.33E-06	0.037	0	0.042982299
Mrpl37	6.686794468	1.33E-06	0.037	0	0.042982299
Nup205	6.832737697	1.33E-06	0.037	0	0.042982299
Ybx3	6.624953427	1.33E-06	0.037	0	0.042982299
Il21r	6.948467878	1.33E-06	0.037	0	0.042982299
Sfxn1	7.049376312	1.33E-06	0.037	0	0.042982299
Gm5086	7.11426111	1.33E-06	0.037	0	0.042982299
Rnaseh2b	6.827889326	1.33E-06	0.037	0	0.042982299
Cfb	6.93356463	1.33E-06	0.037	0	0.042982299
Ddhd1	2.73581586	1.38E-06	0.058	0.008	0.044454326
Smarca4	3.026813604	1.40E-06	0.051	0.005	0.045331372
Polr2m	3.041896652	1.40E-06	0.051	0.005	0.045331372
Mesd	2.617635718	1.42E-06	0.051	0.005	0.045774068
Nol12	2.742180163	1.44E-06	0.054	0.007	0.046434828
Blcap	-2.186565564	1.45E-06	0.032	0.103	0.046876934
Rnaset2b	2.536963137	1.48E-06	0.051	0.005	0.047740923
Armc1	2.269451417	1.50E-06	0.051	0.005	0.048362284
